0	1 0 1 0 0 0 0 1
8000	1 1 1 1 1 1 1 1
16000	1 1 1 1 1 1 1 1
24000	1 1 1 1 1 1 1 1
32000	1 0 1 0 0 0 1 0
40000	1 1 1 1 1 1 1 1
48000	1 1 1 1 1 1 1 1
56000	1 1 1 1 1 1 1 1
64000	0 0 1 0 0 0 1 1
72000	1 1 1 1 1 1 1 1
80000	1 1 1 1 1 1 1 1
88000	1 1 1 1 1 1 1 1
96000	1 0 0 1 1 1 1 1
104000	0 0 1 0 0 0 1 1
112000	1 1 1 1 1 1 1 1
120000	1 1 1 1 1 1 1 1
